id,english,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
5255,anetic,anético,B1,,,,"After a bad cold, my grandma took some anetic to help her relieve the headaches.","Depois de um resfriado ruim, minha avó pegou alguma anestesia para ajudá-la a aliviar os dores de cabeça.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5257,antevenient,anteveniente,B1,,,,"I couldn't find any evidence of the word ""antevenient"" being a valid or recognized English word. It's possible that it's a typo or a non-standard term.","Não consegui encontrar evidências de que a palavra ""antevenient"" seja uma palavra válida ou reconhecida na língua inglesa; pode ser um erro tipográfico ou termo não padrão.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5259,anomoly,anomalia,B1,,,"""Anomaly"" é algo que é diferente do que é normal ou esperado. É uma irregularidade ou exceção em um padrão.",The scientist noticed an anomaly in the data that showed something unusual was happening.,"""O cientista percebeu uma anomalia nos dados que mostrava que algo incomum estava acontecendo.""","pack:inedita-20251231,dict_en_404,needs_enrichment"
5260,annosity,anuidade,B1,,,"""Annosity"" é um sentimento de desconforto ou irritação causado pela presença de algo que é desagradável ou perturbador.",Her constant complaints about the noise caused a lot of annosity among the neighbors.,As constantes reclamações dela sobre o barulho causaram muita irritação entre os vizinhos.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5261,anaphora,anáfora,B1,noun,"An expression referring to another expression. In stricter uses, an expression referring to something earlier in the discourse or, even more strictly, only reflexive and reciprocal pronouns.","Uma expressão que se refere a outra expressão. Em usos mais rigorosos, uma expressão que se refere a algo mencionado anteriormente no discurso ou, ainda mais estritamente, apenas pronomes reflexivos e recíprocos.","","","pack:inedita-20251231,needs_enrichment"
5263,anticlimax,Anticlímax,B1,noun,"A failed or reverse climax, particularly:","Um clímax falhado ou reverso, particularmente:","","","pack:inedita-20251231,needs_enrichment"
5265,analytic,Analise,B1,adjective,"Of, or relating to any form of analysis, or to analytics.",De ou relacionado a qualquer forma de análise ou a análises.,"","","pack:inedita-20251231,needs_enrichment"
5266,andromeda,Andrômeda!!,B1,noun,"Any shrub of the genus Pieris (family Ericaceae), having leathery leaves and small flowers.","Qualquer arbusto do gênero Pieris (família Ericaceae), com folhas coriáceas e pequenas flores.","","","pack:inedita-20251231,needs_enrichment"
5267,appellate,Des.,B1,adjective,"That can be (legally) appealed to, especially of a court that hears appeals of decisions by a lower court.","Isso pode ser (legalmente) apelado, especialmente em relação a um tribunal que ouve apelações de decisões de um tribunal inferior.","","","pack:inedita-20251231,needs_enrichment"
5272,anthropic,Antrópico,B1,adjective,"Of or pertaining to mankind or humans, or the period of humanity's existence.","Humano ou relacionado à humanidade, ou ao período da existência da humanidade.","","","pack:inedita-20251231,needs_enrichment"
5275,ansa,(ANSA),B1,,,,The doctor checked the patient's ansa nervosa to assess her heart condition.,O médico verificou a ansa nervosa do paciente para avaliar sua condição cardíaca.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5276,antiquate,antiquado,B1,,,,The old mansion's ornate decorations may have been meant to antiquate a sense of elegance in modern architecture.,As ornamentos do antigo mansão podem ter sido destinados a modernizar um sentido de elegância na arquitetura contemporânea.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5277,annihilator,aniquilador,B1,,,,"The villain's plan was foiled by a special team of superheroes, who just happened to have an annihilator at their disposal to neutralize any remaining threats.","O plano do vilão foi derrotado por um time especial de super-heróis, que apenas aconteciam de ter um annihilador à disposição para neutralizar qualquer ameaça restante.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5280,anticipative,anticipativo,B1,,,,"As a journalist, she had to be anticipative when interviewing witnesses to ensure that all details were recorded accurately in her investigation report.","Como jornalista, ela precisava ser antecipada ao entrevistar testemunhas para garantir que todas as detalhes fossem registrados corretamente em seu relatório de investigação.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5281,antidisestablishmentarianism,antidesestabelecimento,B1,noun,"A political philosophy opposed to the separation of a religious group (church) and a government (state), especially the belief held by those in 19th century England opposed to separating the Anglican church from the civil government or to refer to separation of church and state.","Uma filosofia política oposta à separação de um grupo religioso (igreja) e um governo (estado), especialmente a crença mantida por aqueles na Inglaterra do século XIX que eram contrários à separação da igreja anglicana do governo civil ou à separação entre igreja e estado.","","","pack:inedita-20251231,needs_enrichment"
5284,analyses,análises,B1,noun,"Decomposition into components in order to study (a complex thing, concept, theory etc.).","Decomposição em componentes para estudar (uma coisa, conceito, teoria etc. complexa).","","","pack:inedita-20251231,needs_enrichment"
5285,appeach,apaziguar,B1,,,,"I couldn't find any example sentence that uses the exact word ""appeach"" as it is not a recognized word in English language. It's possible that it's a typo or a non-standard term.","Não consegui encontrar nenhum exemplo de frase que use a palavra ""appeach"" exatamente, pois não é uma palavra reconhecida no idioma inglês; pode ser um erro tipográfico ou um termo não padrão.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5287,aniconism,aniconismo,B1,,,,"The artist's rejection of aniconism was evident in her minimalist style, which focused on abstract shapes rather than figurative representations.","A rejeição do artista à iconofobia era evidente em seu estilo minimalista, que focava em formas abstratas antes que em representações figurativas.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5288,anonyma,anônimo,B1,,,,"I couldn't find any natural English example sentences that use the exact word ""anonyma"" in a practical and everyday context. The word ""anonyma"" is not recognized by most dictionaries as an English word, but it could be a misspelling or variation of the word ""anonymous"".","Não encontrei exemplos de frases em inglês que usam a palavra ""anonyma"" de forma prática e diária, pois a palavra não é reconhecida pela maioria dos dicionários como um termo inglês, mas pode ser uma variação da palavra ""anônimo"".","pack:inedita-20251231,dict_en_404,needs_enrichment"
5290,antumbra,Antombra,B1,,,,"I couldn't find a natural English example sentence that uses the exact word ""antumbra"". The word ""antumbra"" seems to be a term used in specific contexts such as astronomy or optics, but I couldn't find a common usage of this word in everyday language.","Não encontrei um exemplo de sentença em inglês que use a palavra ""antumbra"" de forma natural e comum.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5291,anentropy,anentropia,B1,,,,"I couldn't find any information on a word called ""anentropy"" that is recognized by dictionaries or linguistic resources. It's possible that it's a made-up or rare term that I'm not aware of.","Não consegui encontrar informações sobre uma palavra chamada ""anentropy"" reconhecida por dicionários ou recursos linguísticos.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5292,anthropocide,antropocídio,B1,,,"Anthropocide é o ato de matar um grande número de pessoas de forma intencional, geralmente em um contexto de guerra ou genocídio.","The destruction of the rainforests is a form of anthropocide, as it harms both people and wildlife.","A destruição das florestas tropicais é uma forma de antropocídio, pois prejudica tanto as pessoas quanto a vida selvagem.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5293,annuity,anuidade,B2,noun,"A right to receive amounts of money regularly over a certain fixed period, in perpetuity, or, especially, over the remaining life or lives of one or more beneficiaries.","Um direito de receber quantias em dinheiro regularmente ao longo de um determinado período fixo, em perpetuidade, ou, especialmente, durante a vida restante de um ou mais beneficiários.","","","pack:inedita-20251231,needs_enrichment"
5301,ananas,anana,B2,,,,"The fruit shop had a large selection of exotic fruits, including ananas from Hawaii.","O carrinho de frutas tinha uma grande variedade de frutas exóticas, incluindo ananas da Hawái.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5302,antiphrasis,antifrase,B2,,,,The comedian's use of antiphrasis in her stand-up routine made her jokes sound even more sarcastic to the audience.,O uso da antífrase pelo comediante em seu routine de stand-up tornou suas piadas ainda mais sarcásticas para o público.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5309,anoxic,"<g id=""1"">*</g><g id=""2""> </g><g id=""3"">Anoxic</g>",B2,,,,The scuba diver knew that she had to be careful not to breathe anoxic air when descending too quickly.,A diver scubávia sabia que precisava ser cuidadosa para não respirar ar anóxico ao descer muito rapidamente.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5310,anaphrodisia,anafrodisia,B2,,,,"While researching the effects of stress on relationships, Dr. Thompson's book revealed a surprising link between anxiety and anaphrodisia in modern couples.","Enquanto se investigava o impacto do estresse nas relações, o livro de Dr. Thompson revelou uma surpreendente ligação entre ansiedade e anáfrodisia em casais modernos.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5315,anionic,aniônico,B2,,,,The anionic nature of the soap molecule allows it to effectively clean and remove grease from surfaces.,A natureza anônica da molécula de sabão permite que eficazmente limpe e remova gorduras de superfícies.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5318,anteriority,Anterioridade,B2,,,,The concept of anteriority in physics is essential to understand how energy and momentum are conserved during complex systems' interactions.,O conceito de anterioridade na física é fundamental para entender como a energia e a momentum são conservados durante a interação complexa de sistemas.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5319,antilogy,antilogia,B2,noun,"A contradiction in related terms or ideas. Usually an inconsistency in syllogisms, of a person or group supposedly of one set of ideals.","Uma contradição em termos ou ideias relacionadas. Geralmente uma inconsistência em silogismos, de uma pessoa ou grupo supostamente de um conjunto de ideais.","","","pack:inedita-20251231,needs_enrichment"
5321,anointment,Unção,B2,,,,"The museum exhibit showcased a centuries-old relic, carefully preserved after its anointment as a national treasure.","O museu exibiu um réplica de séculos, cuidadosamente preservada após sua anulação como tesouro nacional.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5322,antalgic,antálgico,B2,,,,The doctor prescribed an antalgic medication to help manage the patient's chronic pain.,O médico prescreveu um medicamento antalgico para ajudar a gerenciar o doleiro crônico do paciente.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5323,anthroposcopy,antroposcopia,B2,,,,Anthroposcopy is a valuable tool for cultural anthropologists to better understand the nuances of human behavior in different societies.,Antropologia é uma ferramenta valiosa para os antropólogos culturais para melhor entender as nuances do comportamento humano em diferentes sociedades.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5326,antithetically,antiteticamente,B2,,,,The politician's opposition to her own party's policies was moving antithetically as she continued to be re-elected year after year.,A oposição do político à sua própria partido's políticas estava se movendo de forma antitética à medida que continuava sendo reeleita ano após ano.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5328,approbatory,aprovatório,B2,,,,The new company policy has been met with an approbatory reaction from some of our colleagues who are concerned about the changes.,A nova política da empresa foi recebida com uma reação de aprovação por parte de alguns colegas que estão preocupados com os mudanças.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5329,antevert,anteverter,B2,,,,"I couldn't find any example of the word ""antevert"" in English, so I was unable to create a sentence using this exact word.","Não consegui encontrar nenhum exemplo da palavra ""antevert"" em inglês, então não consegui criar uma sentença usando essa palavra exatamente como é.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5334,analogic,analógico,B2,,,,The engineer's design approach was analogic to how machines have been designed for centuries.,A abordagem de design do engenheiro era análoga à como as máquinas foram projetadas por séculos.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5336,anthropomancy,antropomancia,B2,,,,The fortune teller's practice of reading tea leaves and interpreting omens was also a form of anthropomancy used by some spiritual seekers to gain insight into their lives.,A prática do leitor de cartas de vender teias era também uma forma de antropomancia utilizada por alguns buscadores espirituais para ganhar visão em suas vidas.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5340,anathematized,anatematizado,B2,verb,"To cause to be, or to declare as, an anathema or evil.","Causar ser, ou declarar como, um anátema ou mal.","","","pack:inedita-20251231,needs_enrichment"
5342,anthropophuism,antropofuismo,B2,,,,The professor's lecture on anthropophuism was particularly engaging as he explored its roots in ancient cultures and traditions.,"A aula do professor sobre antropofilismo foi particularmente envolvente, pois ele explorava suas raízes em civilizações e tradições antigas.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5343,annihilationist,aniquilacionista,B2,,,,The environmental group's extreme views made some critics label them an annihilationist organization.,Algumas críticas veiram os grupos ambientalistas como uma organização aniquilacionista extremista.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5344,anthracomancy,antracomancia,B2,,,,Anthracomancy is an old-fashioned term that was sometimes used to describe a person's supposed ability to predict their own future by burning coal or other materials in their home and interpreting the resulting patterns.,"O antropomorfismo é uma prática antiguida que envolve queimar carvão ou outros materiais em casa, interpretando padrões no resultado.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5346,appertinent,appertinente,B2,,,,The company is looking for someone with appertinent experience in digital marketing to lead their new social media campaign.,A empresa está procurando alguém com experiência apropriada em marketing digital para liderar sua nova campanha de mídia social.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5347,anteport,anteporto,B2,,,,"I couldn't find any information on the word ""anteport"". It's possible that it's a misspelling or a non-standard term. If you meant to type ""antepuesto"", I can try to provide an example sentence for you.","Não encontrei informações sobre a palavra ""anteport"". Pode ser uma ortografia incorreta ou termo não padrão. Se você quis dizer ""antepuesto"", posso fornecer um exemplo de frase para você.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5348,antichamber,anticâmara,B2,,,,The old mansion had a mysterious antichamber behind the secret door that led to nowhere.,A antecâmara velha tinha um quarto secreto traseiro que dava para nada.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5349,antipathist,antipatista,B2,,,,"The new coworker was an antipathist, making it difficult to collaborate with her on projects.","O novo colega de trabalho era um antipatista, tornando difícil colaborar com ela em projetos.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5350,anaesthetization,anestesia,B2,,,,The hospital's anaesthetization team worked carefully to ensure a smooth procedure for the patient undergoing surgery.,O time de anestesia do hospital trabalhou com cuidado para garantir uma procedência suave para o paciente que estava sendo submetido à cirurgia.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5351,annihilatory,aniquilador,B2,,,,The politician's annihilatory policies towards the environment had a devastating impact on the local ecosystem.,As políticas do político em relação ao meio ambiente tiveram um impacto devastador no ecossistema local.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5352,anthropopathic,antropopata,B2,,,,The artist's anthropopathic portrayal of a tree as a weeping woman added an eerie depth to her sculpture.,A representação antropomórfica do artista de uma árvore como uma mulher chorando adicionou profundidade assustadora à sua escultura.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5354,anemosis,anemose,B2,,,,The doctor specialized in respiratory conditions and was particularly interested in anemosis due to its relation to asthma management.,O médico especializado em condições respiratórias estava particularmente interessado na anemose devido à sua relação com o controle do asma.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5355,antonymic,antonímico,B2,,,,The linguist was fascinated by the antonymic relationship between words that conveyed opposite meanings in different cultural contexts.,O linguista ficou fascinado com a relação antônima entre palavras que transmitiam sentidos opostos em contextos culturais diferentes.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5356,antiair,antiaéreo,B2,,,,"The army's radar system uses advanced technology to detect and track incoming missiles, including those equipped with antiair defenses.","O sistema de radar da força armada utiliza tecnologia avançada para detectar e rastrear mísseis que estão se aproximando, incluindo aqueles equipados com defesas antiaéreas.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5357,anancasm,anancasma,B2,,,,"I couldn't find any information on the word ""anancasm"". It's possible that it's a misspelling or not a widely recognized term in English language. Can you please provide more context or clarify what this word means?","Não consegui encontrar informações sobre a palavra ""anancasm"", possivelmente sendo uma grafia errada ou termo menos comum em inglês.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5358,antsiness,formigueiro,B2,,,,The new employee felt a growing sense of antsiness as she struggled to meet her first deadline at the busy marketing firm.,A nova funcionária sentiu uma crescente ansiedade enquanto lutava para cumprir sua primeira metade do tempo de trabalho no público marketing firmamento.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5359,anagrammatisation,anagramatização,B2,,,,The cryptography expert explained that anagrammatisation was a crucial step in deciphering the ancient texts.,O especialista em criptografia explicou que a anagramatização era um passo crucial para desvendar os textos antigos.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5360,angerness,raiva,B2,,,,"After watching a documentary about animal behavior, I realized that my daughter's anger towards her pet was probably just a sign of angerness because she wanted to play with it.","Depois de assistir a um documentário sobre comportamento animal, percebi que a raiva da minha filha em relação ao seu pet era provavelmente apenas uma sina do fato de ela querer brincar com ele.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5361,anemization,anemização,B2,,,,The company's anemization process allowed them to transition to sustainable energy sources more efficiently.,O processo de anemização da empresa permitiu uma transição mais eficiente para fontes de energia sustentáveis.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5362,apparation,aparição,B2,,,,"I couldn't find any information on a word ""apparation"" in English language dictionaries or resources, it's possible that this is an unknown word or slang term. However, I can suggest a different word ""appparition"" which has the same meaning as ""aparição"" in Portuguese.","Não encontrei informações sobre a palavra ""aparation"" em dicionários e recursos da língua inglesa, mas posso sugerir a palavra ""aparição"", que tem o mesmo significado que ""aparição"" no português.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5366,antarctic,Antártico,C1,adjective,"Of, from, or pertaining to Antarctica and the south polar regions.","Antártico, ou relacionado à Antártica e às regiões polares do sul.","","","pack:inedita-20251231,needs_enrichment"
5368,appetizer,Entradas,C1,noun,"A small, light, and usually savory first course in a meal","Um pequeno, leve e geralmente salgado primeiro prato em uma refeição.","","","pack:inedita-20251231,needs_enrichment"
5373,anabasis,anabase,C1,noun,"A military march up-country, especially that of Cyrus the Younger into Asia.","Uma marcha militar para o interior, especialmente a de Ciro, o Jovem, na Ásia.","","","pack:inedita-20251231,needs_enrichment"
5375,angiology,Angiologia.,C1,,,,The medical student was required to attend a seminar on angiology as part of her physiology course.,O estudante de medicina era obrigado a participar de um seminário sobre angiologia como parte do seu curso de fisiologia.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5380,anomalously,anormalmente,C1,,,,The medical team was surprised to find that the patient's symptoms were developing anomalously despite their extensive medical history.,"A equipe médica ficou surpresa ao descobrir que os sintomas do paciente estavam se desenvolvendo de forma anormal, apesar de sua extensa história médica.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5383,anglophile,anglófilo,C1,noun,"A person who loves or admires the country, culture or people of England.","Uma pessoa que ama ou admira o país, a cultura ou o povo da Inglaterra.","","","pack:inedita-20251231,needs_enrichment"
5386,antihero,Anti-herói,C1,noun,"A protagonist who proceeds in an unheroic manner, such as by criminal means, via cowardly actions, or for mercenary goals.","Um protagonista que age de maneira não heroica, como por meios criminosos, através de ações covardes ou por objetivos mercenários.","","","pack:inedita-20251231,needs_enrichment"
5388,antipope,antipapa,C1,noun,"A person who claims or claimed to be the pope, usually as the result of a disputed election or deposition, but is not considered by the Roman Catholic Church to be the real pope.","Uma pessoa que afirma ou afirmou ser o papa, geralmente como resultado de uma eleição ou deposição contestada, mas que não é considerada pela Igreja Católica Romana como o verdadeiro papa.","","","pack:inedita-20251231,needs_enrichment"
5392,anticlimactic,anticlimático,C1,adjective,"Lacking climax, disappointing or ironically insignificant following of impressive foreshadowing.","Faltando clímax, decepcionante ou ironicamente insignificante após uma impressionante antecipação.","","","pack:inedita-20251231,needs_enrichment"
5394,anapestic,Anapesto,C1,,,,The poet's use of anapestic meter created a sense of lively energy that perfectly complemented her whimsical lyrics.,A utilização do metro anapestico pelo poeta criou um senso de energia viva que perfeitamente complementava suas letras iradas.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5395,anarchistic,Anarquismo,C1,,,,"The artist's style was often described as anarchistic, reflecting her rejection of mainstream culture and embrace of alternative lifestyles.","O estilo do artista era frequentemente descrito como anarquista, refletindo sua rejeição à cultura mainstream e seu empenho com vidas alternativas.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5396,anfractuosity,anfractuosidade,C1,,,,The steep cliffs along the coast displayed an impressive example of geological anfractuosity.,Os altos penhascos ao longo da costa mostram um exemplo impressionante de anfractuosidade geológica.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5398,anoestrus,ANESTRO,C1,,,,"The veterinarian diagnosed her mares with anoestrus, indicating that they would remain infertile for at least six months due to their stress and inadequate nutrition.","A veterinária diagnosticou sua cria com anoestrus, indicando que ficariam estéreis por pelo menos seis meses devido ao estresse e à nutrição inadequada.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5400,anarthria,Anartria,C1,,,,The linguist's attention was drawn to a fascinating case of anarthria in the speech patterns of her rural dialect speaker.,A atenção do linguista foi para um caso fascinante de anarthria nas padrões de fala do falante da sua dialetologia rural.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5402,anagogical,anagógico,C1,,,,"The psychologist's approach to interpreting dreams was anagogical, offering a unique perspective on the subconscious mind.","O enfoque do psicólogo na interpretação dos sonhos era anagogical, oferecendo uma perspectiva única sobre o pensamento consciente subjetivo.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5403,analogically,analogicamente,C1,,,,"The historian explained her research on ancient civilizations analogically, drawing parallels between their societal structures and modern-day urban planning.","A historiadora explicou seu trabalho sobre civilizações antigas de forma análoga, destacando semelhanças entre suas estruturas sociais e planejamento urbano contemporâneo.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5404,analogies,Analogias,C1,noun,"A relationship of resemblance or equivalence between two situations, people, or objects, especially when used as a basis for explanation or extrapolation.","Uma relação de semelhança ou equivalência entre duas situações, pessoas ou objetos, especialmente quando usada como base para explicação ou extrapolação.","","","pack:inedita-20251231,needs_enrichment"
5405,anarthrous,anartro,C1,,,,The paleontologist studied the anarthrous dinosaur fossil to understand its unique characteristics and evolutionary history.,O paleontólogo estudou o fóssil do dinossauro anartrônio para entender suas características únicas e sua história evolutiva.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5408,apparency,aparência,C1,,,,The concept of scientific apparency is often overshadowed by the sensationalism of media headlines.,A aparente ciência muitas vezes é escondida sob o sensationalismo das notícias de grande impacto.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5410,anatine,anatina,C1,,,,The new medication contained a toxic compound called anatine that required special handling procedures.,A nova medicação continha um composto tóxico chamado anatina que exigia procedimentos de manuseio especializados.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5411,antiquarianism,Antiquário,C1,,,,The antiquarianism of the collector led him to spend years tracking down rare books and manuscripts from the 18th century.,O antiquarianismo do colecionador o levou a passar anos em busca de livros rares e manuscritos do século XVIII.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5413,antaeus,Anteu,C1,,,,"During her history lesson, the teacher used an animated video about Antaeus to illustrate the concept of a mythological figure's unyielding power in ancient Greek mythology.","Durante a sua aula de história, o professor usou um vídeo animado sobre Antaeus para ilustrar o conceito de poder intransigente de uma figura mitológica na mitologia grega antiga.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5414,anthropophobia,antropofobia,C1,,,,"Her therapist specialized in treating patients with anthropophobia, which made her an expert on anxiety disorders.","Seu terapeuta se especializou em tratar pacientes com antropofobia, tornando-a uma especialista em distúrbios de ansiedade.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5415,appetible,apetitoso,C1,,,,The chef carefully selected the most appetible ingredients to create a delicious and healthy meal option for her restaurant's menu.,A chef escolheu cuidadosamente os ingredientes mais apetecíveis para criar uma opção de refeição deliciosa e saudável para o menu do seu restaurante.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5417,anachorism,anacorismo,C1,,,,The scholar's critique of anachorism in modern literature is a topic of ongoing debate among academics.,A crítica do acadêmico à anacronismo na literatura moderna é um tópico de debate contínuo entre os acadêmicos.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5420,answerless,sem resposta,C1,,,,"The politician's response to the voter's question was answerless, leaving everyone wondering what really went into the decision-making process.","A resposta do político à pergunta do eleitor foi inexpressiva, deixando todos intrigados sobre o que realmente motivou o processo de tomada de decisões.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5421,angelina,Angelina.,C1,,,,"Angelina walked into the café and ordered a cup of coffee, trying to avoid eye contact with her ex-boyfriend.","Angelina entrou no café e pediu um copo de café, tentando evitar contato visual com seu ex-namorado.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5423,approvance,aprovação,C2,,,,"I couldn't find any information on the word ""approvance"" in English language dictionaries or resources. It's possible that it's a misspelling or a non-standard term. If you could provide more context or clarify where you encountered this word, I may be able to help further.","Não consegui encontrar informações sobre a palavra ""approvance"" em dicionários ou recursos da língua inglesa; é possível que seja uma variação de erro ou termo não padrão.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5424,analogousness,analogidade,C2,,,,The sociologist's work on social inequality and power dynamics is an important study of analogousness between different cultural contexts.,O trabalho do sociólogo sobre desigualdade social e dinâmicas de poder é uma importante análise da analogia entre diferentes contextos culturais.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5425,anophyte,anófita,C2,,,"""Anophyte"" refere-se a uma planta que se desenvolve em ambientes aquáticos ou em áreas com alta umidade, caracterizando-se por adaptações específicas que lhe permitem prosperar nessas condições.","The ecologist emphasized the importance of preserving anophytes, as these aquatic plants play a crucial role in maintaining the ecosystem's balance and supporting biodiversity.","O ecólogo enfatizou a importância de preservar os anófitos, uma vez que essas plantas aquáticas desempenham um papel crucial na manutenção do equilíbrio do ecossistema e no suporte à biodiversidade.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5426,anthropotheism,antropoteísmo,C2,,,"Anthropoteísmo é a crença ou filosofia que atribui características humanas a divindades, considerando-as como entidades que refletem traços e emoções humanas.","The ancient Greeks exemplified anthropotheism in their belief that the gods possessed human traits and emotions, reflecting the complexities of their own nature.","Os antigos gregos exemplificavam o antropoteísmo em sua crença de que os deuses possuíam traços e emoções humanas, refletindo as complexidades de sua própria natureza.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5427,appraisingly,avaliando,C2,,,"De forma avaliativa ou crítica, ""appraisingly"" refere-se à maneira como alguém observa ou julga algo, considerando suas qualidades e características.","She regarded the intricate painting appraisingly, contemplating the artist's technique and the emotional depth it conveyed.","Ela observou a pintura intrincada com um olhar avaliativo, contemplando a técnica do artista e a profundidade emocional que ela transmitia.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5428,approximatively,aproximadamente,C2,,,"""Approximatively"" é um advérbio que indica uma estimativa ou valor que não é exato, mas que está próximo do que se considera verdadeiro ou correto.","The project will require approximatively six months to complete, assuming all resources are adequately allocated.","""O projeto exigirá aproximadamente seis meses para ser concluído, assumindo que todos os recursos sejam adequadamente alocados.""","pack:inedita-20251231,dict_en_404,needs_enrichment"
5430,anagogics,anagogia,C2,,,"Anagogics é o estudo ou interpretação de significados espirituais ou alegóricos em textos, especialmente nas escrituras sagradas, que vão além do sentido literal.",The philosopher's analysis of the ancient text revealed profound anagogics that illuminated the spiritual dimensions of human existence.,A análise do filósofo sobre o texto antigo revelou anagógicas profundas que iluminaram as dimensões espirituais da existência humana.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5431,antenicene,anteniceno,C2,,,"Anteniceno refere-se ao período anterior à ascensão do cristianismo, caracterizando-se pela produção cultural e filosófica das civilizações que existiram antes da era cristã.",The study of antenicene literature provides profound insights into the theological debates that shaped early Christian thought.,O estudo da literatura antinicena oferece profundas percepções sobre os debates teológicos que moldaram o pensamento cristão primitivo.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5432,anti-intellectualism,anti-intelectualismo.,C2,,,"Anti-intelectualismo é uma postura que rejeita ou desvaloriza a importância do pensamento crítico, da erudição e do conhecimento acadêmico, promovendo a desconfiança em relação aos intelectuais e suas ideias.","The rise of anti-intellectualism in contemporary society is alarming, as it undermines the value of critical thinking and informed discourse in addressing complex global issues.","A ascensão do anti-intelectualismo na sociedade contemporânea é alarmante, pois mina o valor do pensamento crítico e do discurso informado na abordagem de questões globais complexas.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5433,appallment,consternação,C2,,,"""Appallment"" refere-se ao estado de estar profundamente chocado ou horrorizado por algo, geralmente devido à sua gravidade ou natureza perturbadora.",The appallment expressed by the community in response to the environmental disaster underscored the urgent need for more stringent regulations.,"""A horrorização expressa pela comunidade em resposta ao desastre ambiental destacou a necessidade urgente de regulamentações mais rigorosas.""","pack:inedita-20251231,dict_en_404,needs_enrichment"
