id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
5229,anthropometry,ænθɹəˈpɒmɪtɹɪ,ANTROPOMETRIA,B1,noun,"The science of measuring the human body in order to ascertain the average dimensions of the human form at different ages, and in different divisions of race, class, etc.","A ciência de medir o corpo humano para determinar as dimensões médias da forma humana em diferentes idades e em diferentes divisões de raça, classe, etc.",,,"pack:inedita-20251231,needs_enrichment"
5230,approximation,əˌpɹɒksɪˈmeɪʃn,Aproximação,B1,noun,"The act, process or result of approximating.","O ato, processo ou resultado de aproximar.",,,"pack:inedita-20251231,needs_enrichment"
5231,annunciation,,Anunciação,B1,noun,The act of annunciating.,O ato de anunciar.,The teacher explained that a clear annunciation was essential for students to understand each other properly during class discussions.,A explicação do professor foi que uma pronúncia clara era essencial para os alunos entenderem uns aos outros corretamente durante as discussões de classe.,"pack:inedita-20251231,needs_enrichment"
5232,anthropogenic,ˌæn θrə pəˈdʒɛn ɪk,Antropogênico,B1,adjective,"Pertaining to the origin of man, or anthropogeny","Relativo à origem do homem, ou antropogenia.","1952 The cosmogonic and anthropogenic myths are of secondary importance in Yahwistic religiosity. (H. H. Gerth & D. A. Martindale (trans.), M. Weber's Ancient Judaism ix. 227)","1952 Os mitos cosmogônicos e antropogênicos têm importância secundária na religiosidade yahwística. (H. H. Gerth & D. A. Martindale (trad.), M. Weber, Judaísmo Antigo ix. 227)",pack:inedita-20251231
5233,anthesis,,antese,B1,noun,The event of a flower opening.,O evento de uma flor abrindo.,The botanist studied the anthesis of the flowers to determine their optimal blooming time.,O botânico estudou o anthermo dos flores para determinar o melhor momento de abertura das flores.,"pack:inedita-20251231,needs_enrichment"
5234,anthropologist,ˌæn.θɹoʊˈpɑl.ə.d͡ʒɪst,Antropólogo.,B1,noun,One who is versed in anthropology.,Um que é versado em antropologia.,The anthropologist studying local customs discovered a unique tradition among the indigenous community.,O antropólogo que estudou as tradições locais descobriu uma tradição única entre a comunidade indígena.,"pack:inedita-20251231,needs_enrichment"
5235,anonym,ˈæn.ə.nɪm,Anônimo,B1,noun,An anonymous person.,Uma pessoa anônima.,,,"pack:inedita-20251231,needs_enrichment"
5236,anorak,,anoraque,B1,noun,A heavy weatherproof jacket with an attached hood; a parka or windcheater.,Uma jaqueta pesada à prova d'água com capuz acoplado; uma parka ou corta-vento.,She put on her anorak to brave the cold winter morning walk.,Ela colocou seu anorak para enfrentar a caminhada matinal fria de inverno.,"pack:inedita-20251231,needs_enrichment"
5237,anticipatory,,antecipatório,B1,adjective,Characterized by anticipation.,Caracterizado pela antecipação.,The children were all wearing anticipatory grins as the cake was served.,As crianças estavam todas com sorrisos ansiosos enquanto o bolo era servido.,"pack:inedita-20251231,needs_enrichment"
5238,appetency,,apetência,B1,noun,Strong desire; craving; powerful instinct.,Desejo forte; anseio; instinto poderoso.,The chef carefully considered the appetency of her customers to decide on the perfect dessert menu.,A chef considerou atentamente a apetite dos seus clientes para decidir sobre o menu de sobremesas perfeito.,"pack:inedita-20251231,needs_enrichment"
5239,anthropomorphous,,Antropomorfismo,B1,adjective,Resembling a human being.,Assemelhando-se a um ser humano.,The Disney movie's anthropomorphous characters are so realistic that it's hard to tell if they're real animals or just drawings come to life.,Os personagens antropomórficos da Disney são tão realistas que é difícil saber se são animais reais ou apenas desenhos que ganharam vida.,"pack:inedita-20251231,needs_enrichment"
5240,anxiously,ˈæŋ(k).ʃəs.li,ansiosamente.,B1,adverb,In an anxious manner; with painful uncertainty; solicitously.,De maneira ansiosa; com dorosa incerteza; solicitamente.,He anxiously awaited the arrival of his child.,Ele aguardava ansiosamente a chegada de seu filho.,pack:inedita-20251231
5241,anguine,ˈæŋ.ɡwɪn,anguina,B1,adjective,Pertaining to snakes or serpents,Relativo a cobras ou serpentes,She found it a bit anguine to eat lunch alone every day.,Encontrava difícil comer almoço sozinho todos os dias.,"pack:inedita-20251231,needs_enrichment"
5242,approbative,,aprobative,B1,,,,The art critic's review was decidedly approbative of the painter's latest work.,A crítica de arte foi decididamente elogiosa em relação ao trabalho do pintor mais recente.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5243,annealed,,Recozido,B1,verb,"To subject to great heat and then (often slow) cooling, and sometimes reheating and further cooling, for the purpose of rendering less brittle; to temper; to toughen.","Submeter a grande calor e depois (geralmente de forma lenta) resfriamento, e às vezes reaquecer e resfriar novamente, com o propósito de tornar menos quebradiço; temperar; endurecer.",for the purpose of rendering less brittle,Para tornar menos rígido.,"pack:inedita-20251231,needs_enrichment"
5244,anomalousness,,anomalia,B1,,,,The psychologist's study on the local community found that their perception of normalcy and anomalousness was greatly influenced by the recent economic downturn.,O estudo do psicólogo sobre a comunidade local mostrou que a percepção de normalidade e anormalidade foi muito influenciada pela crise econômica recente.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5245,apparitor,,aparelhador,B1,,,,The judge ordered a security apparitor to guard the courtroom during the trial.,O juiz pediu que um segurança mantivesse a sala de justiça durante o processo.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5246,apparitional,,aparitional,B1,,,,"The old photograph showed a ghostly figure that seemed to be apparitional, making it hard to distinguish reality from fantasy.","A antiga fotografia mostrou uma figura fantasmagórica que parecia espectral, dificultando a distinção entre o real e o imaginário.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5247,anomalies,,de anomalias.,B1,noun,A deviation from a rule or from what is regarded as normal; an outlier.,Uma divergência de uma regra ou do que é considerado normal; um outlier.,He is an anomaly among his friends in that he's the only one who's unmarried.,"Ele é uma anomalia entre seus amigos, pois é o único que não é casado.","pack:inedita-20251231,needs_enrichment"
5248,analgetic,,analgésico,B1,,,,The doctor prescribed an analgetic cream to help soothe her patient's aching muscles after the long hike.,O médico prescreveu uma creme analgésico para ajudar a aliviar os músculos doloridos do paciente após a longa caminhada.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5249,appreciably,,apreciavelmente,B1,adverb,In an appreciable manner; to a large extent; considerably.,De maneira apreciável; em grande medida; consideravelmente.,She noticed that her fitness routine was working appreciably after three weeks of consistent exercise.,Ela percebeu que seu roteiro de exercícios estava funcionando bem após três semanas de exercícios consistente.,"pack:inedita-20251231,needs_enrichment"
5250,antonymous,,antônimo,B1,,,,The company's new policy was met with antonymous reactions from some of its employees who appreciated the change.,A nova política da empresa recebeu reações contrárias de alguns funcionários que apreciaram a mudança.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5251,anaesthesiology,,Anestesiologia,B1,noun,The science of administering anesthetics.,A ciência da administração de anestésicos.,The university's medical school has a specialized department dedicated to anaesthesiology.,O campus da universidade tem um departamento especializado de anestesiologia.,"pack:inedita-20251231,needs_enrichment"
5252,aniconic,,anicônico,B1,,,,"The museum's collection of ancient artifacts was an iconic representation of a bygone era, but its lack of any images made some pieces aniconic.","O museu possui uma coleção de artefatos antigos que simbolizavam uma época passada, mas sua falta de imagens tornou algumas peças aniconicas.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5253,appropinquity,,apropinquity,B1,,,,The concept of appropinquity is often discussed by architects when designing new buildings that need to adapt to changing environmental conditions over time.,A ideia de proximidade é frequentemente discutida pelos arquitetos ao projetar novas construções que precisam se adaptar às mudanças nos padrões ambientais ao longo do tempo.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5254,anhedonic,,anedônico,B1,,,,The psychologist's research focused on treating anhedonic symptoms in her patients who struggled to find joy in their daily lives.,A pesquisa do psicólogo se concentrou em tratar sintomas de anedoníacos em seus pacientes que tinham dificuldade em encontrar prazer nas suas vidas diárias.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5255,anetic,,anético,B1,,,,"After a bad cold, my grandma took some anetic to help her relieve the headaches.","Depois de um resfriado ruim, minha avó pegou alguma anestesia para ajudá-la a aliviar os dores de cabeça.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5256,analysing,,"analisando,",B1,verb,To subject to analysis.,Submeter à análise.,Submeter Ã  anÃ¡lise.,Sobmeter ao exame.,"pack:inedita-20251231,needs_enrichment"
5257,antevenient,,anteveniente,B1,,,,"I couldn't find any evidence of the word ""antevenient"" being a valid or recognized English word. It's possible that it's a typo or a non-standard term.","Não consegui encontrar evidências de que a palavra ""antevenient"" seja uma palavra válida ou reconhecida na língua inglesa; pode ser um erro tipográfico ou termo não padrão.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5258,appropriacy,,Recato.,B1,noun,"The extent to which something is suitable or appropriate for a certain circumstance, occasion, etc; appropriateness.","A medida em que algo é adequado ou apropriado para uma certa circunstância, ocasião, etc.; adequação.",The teacher explained the appropriacy of using formal language in a job interview.,O professor explicou a importância de usar uma linguagem formal em uma entrevista de emprego.,"pack:inedita-20251231,needs_enrichment"
5259,anomoly,,anomalia,B1,,,"""Anomaly"" é algo que é diferente do que é normal ou esperado. É uma irregularidade ou exceção em um padrão.",The scientist noticed an anomaly in the data that showed something unusual was happening.,"""O cientista percebeu uma anomalia nos dados que mostrava que algo incomum estava acontecendo.""","pack:inedita-20251231,dict_en_404,needs_enrichment"
5260,annosity,,anuidade,B1,,,"""Annosity"" é um sentimento de desconforto ou irritação causado pela presença de algo que é desagradável ou perturbador.",Her constant complaints about the noise caused a lot of annosity among the neighbors.,As constantes reclamações dela sobre o barulho causaram muita irritação entre os vizinhos.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5261,anaphora,ænəˈfɔɹə,anáfora,B1,noun,"An expression referring to another expression. In stricter uses, an expression referring to something earlier in the discourse or, even more strictly, only reflexive and reciprocal pronouns.","Uma expressão que se refere a outra expressão. Em usos mais rigorosos, uma expressão que se refere a algo mencionado anteriormente no discurso ou, ainda mais estritamente, apenas pronomes reflexivos e recíprocos.",,,"pack:inedita-20251231,needs_enrichment"
5262,annular,ˈænjələ,anelar,B1,adjective,"Pertaining to, or having the form of, a ring; ring-shaped; in the shape of an annulus.","Pertencente a, ou tendo a forma de, um anel; em forma de anel; na forma de um anel.",annular fiber,fibra anular,pack:inedita-20251231
5263,anticlimax,,Anticlímax,B1,noun,"A failed or reverse climax, particularly:","Um clímax falhado ou reverso, particularmente:",,,"pack:inedita-20251231,needs_enrichment"
5264,anadromous,əˈnad.ɹə.məs,anádromo,B1,adjective,(of a migratory fish) That lives in the sea and breeds in fresh water.,(de um peixe migratório) Que vive no mar e se reproduz em água doce.,Shads and most species of salmon are anadromous.,Shads e a maioria das espécies de salmão são anádromos.,pack:inedita-20251231
5265,analytic,ˌænəˈlɪtɪk,Analise,B1,adjective,"Of, or relating to any form of analysis, or to analytics.",De ou relacionado a qualquer forma de análise ou a análises.,,,"pack:inedita-20251231,needs_enrichment"
5266,andromeda,,Andrômeda!!,B1,noun,"Any shrub of the genus Pieris (family Ericaceae), having leathery leaves and small flowers.","Qualquer arbusto do gênero Pieris (família Ericaceae), com folhas coriáceas e pequenas flores.",,,"pack:inedita-20251231,needs_enrichment"
5267,appellate,əˈpɛlət,Des.,B1,adjective,"That can be (legally) appealed to, especially of a court that hears appeals of decisions by a lower court.","Isso pode ser (legalmente) apelado, especialmente em relação a um tribunal que ouve apelações de decisões de um tribunal inferior.",,,"pack:inedita-20251231,needs_enrichment"
5268,answerable,ˈɑːnsəɹəb(ə)l,"responsabilizável, responsável",B1,adjective,"Required to justify one's actions (to somebody); accountable, responsible.","Responsável, que deve justificar suas ações (para alguém); responsável, que deve prestar contas.",The teacher made sure that students were answerable to their school's rules and regulations at all times.,O professor garantiu que os alunos se encaixassem nas regras e regulamentos da escola em todas as situações.,"pack:inedita-20251231,needs_enrichment"
5269,approachable,,acessível,B1,adjective,Easily approached; easy to talk to.,Acessível; fácil de conversar.,Her boss was very approachable.,O chefe dela era muito acessível.,"pack:inedita-20251231,needs_enrichment"
5270,anymore,ˌæ.niˈmoːɹ,.,B1,adverb,"(in negative or interrogative constructions) From a given time onwards; longer, again.","a partir de um determinado momento; mais longo, novamente.",They don't make repairable radios any more.,Eles não fabricam mais rádios reparáveis.,pack:inedita-20251231
5271,anthropomorphize,,antropomorfizar,B1,verb,To endow with human qualities.,Dotar de qualidades humanas.,"When writing a story about a talking animal, it's easy to anthropomorphize your characters and make them sound too human.","Quando se escreve uma história sobre um animal que fala, é fácil antropomorfizar os personagens e fazer com que eles soem muito humanos.","pack:inedita-20251231,needs_enrichment"
5272,anthropic,ænˈθɹɒp.ɪk,Antrópico,B1,adjective,"Of or pertaining to mankind or humans, or the period of humanity's existence.","Humano ou relacionado à humanidade, ou ao período da existência da humanidade.",,,"pack:inedita-20251231,needs_enrichment"
5273,apprehensible,,apreensível,B1,adjective,Which can be apprehended (usually in the sense of being understood).,Que pode ser apreendido (geralmente no sentido de ser compreendido).,The police officer found the suspect's motive for the robbery to be apprehensible but still needed more evidence to make an arrest.,"A polícia descobriu que o motivo do suspeito para o assalto era compreensível, mas ainda precisava de mais provas para fazer um arresto.","pack:inedita-20251231,needs_enrichment"
5274,appropriately,,adequadamente.,B1,adverb,In an appropriate manner; properly; suitably.,De maneira apropriada; corretamente; adequadamente.,"She spent money on her birthday party appropriately, making sure everyone had a great time.","Ela gastou dinheiro em sua festa de aniversário de maneira apropriada, garantindo que todos tivessem um ótimo tempo.","pack:inedita-20251231,needs_enrichment"
5275,ansa,,(ANSA),B1,,,,The doctor checked the patient's ansa nervosa to assess her heart condition.,O médico verificou a ansa nervosa do paciente para avaliar sua condição cardíaca.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5276,antiquate,,antiquado,B1,,,,The old mansion's ornate decorations may have been meant to antiquate a sense of elegance in modern architecture.,As ornamentos do antigo mansão podem ter sido destinados a modernizar um sentido de elegância na arquitetura contemporânea.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5277,annihilator,,aniquilador,B1,,,,"The villain's plan was foiled by a special team of superheroes, who just happened to have an annihilator at their disposal to neutralize any remaining threats.","O plano do vilão foi derrotado por um time especial de super-heróis, que apenas aconteciam de ter um annihilador à disposição para neutralizar qualquer ameaça restante.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5278,anthropophagy,,antropofagia,B1,noun,The eating of human flesh; cannibalism.,O consumo de carne humana; canibalismo.,The anthropophagy practiced by some indigenous cultures is still studied by anthropologists today.,A antropofagia praticada por algumas culturas indígenas ainda é estudiada pelos antropólogos hoje em dia.,"pack:inedita-20251231,needs_enrichment"
5279,analytics,ænəˈlɪtɪks,análises,B1,noun,The principles governing any of various forms of analysis.,Os princípios que regem quaisquer das várias formas de análise.,She uses business analytics to help her company make more informed decisions about investments and growth.,Ela usa análise de negócios para ajudar sua empresa a tomar decisões mais informadas sobre investimentos e crescimento.,"pack:inedita-20251231,needs_enrichment"
5280,anticipative,,anticipativo,B1,,,,"As a journalist, she had to be anticipative when interviewing witnesses to ensure that all details were recorded accurately in her investigation report.","Como jornalista, ela precisava ser antecipada ao entrevistar testemunhas para garantir que todas as detalhes fossem registrados corretamente em seu relatório de investigação.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5281,antidisestablishmentarianism,ˌæn.ti.dɪs.ɪsˌtæb.lɪʃ.mənˈtɛə.ɹi.ənˌɪ.z(ə)m,antidesestabelecimento,B1,noun,"A political philosophy opposed to the separation of a religious group (church) and a government (state), especially the belief held by those in 19th century England opposed to separating the Anglican church from the civil government or to refer to separation of church and state.","Uma filosofia política oposta à separação de um grupo religioso (igreja) e um governo (estado), especialmente a crença mantida por aqueles na Inglaterra do século XIX que eram contrários à separação da igreja anglicana do governo civil ou à separação entre igreja e estado.",,,"pack:inedita-20251231,needs_enrichment"
5282,appallingly,ʌˈpɑlɪŋli,assustadoramente,B1,adverb,In an appalling manner.,De maneira horrível.,"The manager was appallingly careless with company funds, and eventually lost everything.",O gerente era extremamente negligente com os fundos da empresa e acabou perder tudo.,"pack:inedita-20251231,needs_enrichment"
5283,analyzing,,analisar,B1,verb,To subject to analysis.,Submeter à análise.,The company is analyzing its sales data to make informed decisions about future investments.,A empresa está analisando seus dados de vendas para tomar decisões informadas sobre investimentos futuros.,"pack:inedita-20251231,needs_enrichment"
5284,analyses,əˈnæl.ə.siːz,análises,B1,noun,"Decomposition into components in order to study (a complex thing, concept, theory etc.).","Decomposição em componentes para estudar (uma coisa, conceito, teoria etc. complexa).",,,"pack:inedita-20251231,needs_enrichment"
5285,appeach,,apaziguar,B1,,,,"I couldn't find any example sentence that uses the exact word ""appeach"" as it is not a recognized word in English language. It's possible that it's a typo or a non-standard term.","Não consegui encontrar nenhum exemplo de frase que use a palavra ""appeach"" exatamente, pois não é uma palavra reconhecida no idioma inglês; pode ser um erro tipográfico ou um termo não padrão.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5286,anguishing,,angustiante,B1,verb,To suffer pain.,Sofrer dor.,Watching an old friend struggle with a serious illness was anguishing for her family.,Assistir uma viva amiga lutando contra uma doença séria era angustiante para sua família.,"pack:inedita-20251231,needs_enrichment"
5287,aniconism,,aniconismo,B1,,,,"The artist's rejection of aniconism was evident in her minimalist style, which focused on abstract shapes rather than figurative representations.","A rejeição do artista à iconofobia era evidente em seu estilo minimalista, que focava em formas abstratas antes que em representações figurativas.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5288,anonyma,,anônimo,B1,,,,"I couldn't find any natural English example sentences that use the exact word ""anonyma"" in a practical and everyday context. The word ""anonyma"" is not recognized by most dictionaries as an English word, but it could be a misspelling or variation of the word ""anonymous"".","Não encontrei exemplos de frases em inglês que usam a palavra ""anonyma"" de forma prática e diária, pois a palavra não é reconhecida pela maioria dos dicionários como um termo inglês, mas pode ser uma variação da palavra ""anônimo"".","pack:inedita-20251231,dict_en_404,needs_enrichment"
5289,anthro,,antro,B1,noun,Anthropology.,Antropologia.,I followed my friend's anthro blog to see how she was doing after traveling abroad.,Segui o blog antropo de minha amiga para saber como ela estava após viajar pelo exterior.,"pack:inedita-20251231,needs_enrichment"
5290,antumbra,,Antombra,B1,,,,"I couldn't find a natural English example sentence that uses the exact word ""antumbra"". The word ""antumbra"" seems to be a term used in specific contexts such as astronomy or optics, but I couldn't find a common usage of this word in everyday language.","Não encontrei um exemplo de sentença em inglês que use a palavra ""antumbra"" de forma natural e comum.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5291,anentropy,,anentropia,B1,,,,"I couldn't find any information on a word called ""anentropy"" that is recognized by dictionaries or linguistic resources. It's possible that it's a made-up or rare term that I'm not aware of.","Não consegui encontrar informações sobre uma palavra chamada ""anentropy"" reconhecida por dicionários ou recursos linguísticos.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5292,anthropocide,,antropocídio,B1,,,"Anthropocide é o ato de matar um grande número de pessoas de forma intencional, geralmente em um contexto de guerra ou genocídio.","The destruction of the rainforests is a form of anthropocide, as it harms both people and wildlife.","A destruição das florestas tropicais é uma forma de antropocídio, pois prejudica tanto as pessoas quanto a vida selvagem.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5293,annuity,əˈn(j)uɪti,anuidade,B2,noun,"A right to receive amounts of money regularly over a certain fixed period, in perpetuity, or, especially, over the remaining life or lives of one or more beneficiaries.","Um direito de receber quantias em dinheiro regularmente ao longo de um determinado período fixo, em perpetuidade, ou, especialmente, durante a vida restante de um ou mais beneficiários.",,,"pack:inedita-20251231,needs_enrichment"
5294,anneal,əˈniːl,Recozimento,B2,noun,An act of annealing.,Um ato de recozimento.,The blacksmith needed to anneal the metal before shaping it into a beautiful piece of art.,O ferreiro precisava aciolar o metal antes de dar-lhe forma em uma bela peça de arte.,"pack:inedita-20251231,needs_enrichment"
5295,angora,æŋˈɡɔːɹə,TURCO,B2,noun,An angora cat.,Um gato angorá.,She knitted a soft and warm blanket from the angora wool of her grandmother's old sweater.,Ela teceu uma manta macia e quente de lã angora da velha camisa de sua avó.,"pack:inedita-20251231,needs_enrichment"
5296,anagram,ˈæ.nə.ɡɹæm,Anagrama,B2,noun,(of words) A word or phrase that is created by rearranging the letters of another word or phrase.,Uma palavra ou frase que é criada rearranjando as letras de outra palavra ou frase.,"The word ""silent"" is an anagram of ""listen"".","A palavra ""silencioso"" é um anagrama de ""ouvir"".",pack:inedita-20251231
5297,announcement,əˈnaʊns.mɛnt,aviso,B2,noun,"An act of announcing, or giving notice.",Um ato de anunciar ou dar aviso.,"He raised his hand to make his announcement and said ""Excuse me everyone, I have an announcement to make.","Ele levantou a mão para fazer seu anúncio e disse: ""Com licença a todos, eu tenho um anúncio a fazer.",pack:inedita-20251231
5298,anoint,əˈnɔɪnt,ungir,B2,verb,"To smear or rub over with oil or an unctuous substance; also, to spread over, as oil.","Untar ou esfregar com óleo ou uma substância untuosa; também, espalhar, como óleo.",The priest will anoint the new bishop's forehead before consecrating him.,O padre ungiará a testa do novo bispo antes de consagrá-lo.,"pack:inedita-20251231,needs_enrichment"
5299,anemic,ʌˈni.mɪk,Anêmicas,B2,noun,An individual who has anemia.,Um indivíduo que tem anemia.,The doctor warned my sister that her long-term lack of exercise and poor diet could make her anemic if she didn't start taking better care of herself.,O médico avisei minha irmã que a falta de exercícios e uma dieta ruim a longo prazo podem fazer dela uma anêmica se ela não começar a cuidar melhor de si mesma.,"pack:inedita-20251231,needs_enrichment"
5300,anamorphosis,,anamorfose,B2,noun,A distorted image of an object that may be viewed correctly from a specific angle or with a specific mirror.,Uma imagem distorcida de um objeto que pode ser vista corretamente de um ângulo específico ou com um espelho específico.,The art historian specialized in the study of anamorphosis and its application in Renaissance paintings.,O artista especializou-se na história da anamorfose e em sua aplicação nas pinturas renascentistas.,"pack:inedita-20251231,needs_enrichment"
5301,ananas,,anana,B2,,,,"The fruit shop had a large selection of exotic fruits, including ananas from Hawaii.","O carrinho de frutas tinha uma grande variedade de frutas exóticas, incluindo ananas da Hawái.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5302,antiphrasis,,antifrase,B2,,,,The comedian's use of antiphrasis in her stand-up routine made her jokes sound even more sarcastic to the audience.,O uso da antífrase pelo comediante em seu routine de stand-up tornou suas piadas ainda mais sarcásticas para o público.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5303,anglo,ˈæŋ.ɡləʉ,A Anglo,B2,noun,An English person or person of English ancestry.,Uma pessoa inglesa ou pessoa de ascendência inglesa.,"Back when we went to the World Cup in South Africa, we saw many anglos waving English flags.","Quando fomos à Copa do Mundo na África do Sul, vimos muitos anglos agitando bandeiras inglesas.",pack:inedita-20251231
5304,anachronistic,əˌnæk.ɹəˈnɪs.tɪk,anacrônico,B2,adjective,Erroneous in date; containing an anachronism; in a wrong time; not applicable to or not appropriate for the time.,Errôneo na data; contendo um anacronismo; em um tempo errado; não aplicável ou não apropriado para a época.,"If you know where to look in the movie, you can spot an anachronistic wrist watch on one of the Roman soldiers.","Se você souber onde olhar no filme, pode ver um relógio de pulso anacrônico em um dos soldados romanos.",pack:inedita-20251231
5305,antepenultimate,,Antepenúltima,B2,noun,"Two before the last in a series. e.g. (..., antepenultimate, penultimate, ultimate)",antepenúltimo,"The words animal, citizen, comedy, dangerous, obvious, and antepenultimate are stressed on the antepenultimate.","As palavras animal, cidadão, comédia, perigoso, óbvio e antepenúltimo são acentuadas na antepenúltima sílaba.","pack:inedita-20251231,needs_enrichment"
5306,approving,ʌˈpɹuv.ɪŋ,aprovação,B2,verb,To sanction officially; to ratify; to confirm; to set as satisfactory.,Sancionar oficialmente; ratificar; confirmar; estabelecer como satisfatório.,"Although we may disagree with it, we must nevertheless approve the sentence handed down by the court-martial.","Embora possamos discordar disso, devemos, no entanto, aprovar a sentença proferida pelo tribunal militar.",pack:inedita-20251231
5307,anesthesiology,,Anestesiologia&#10;,B2,noun,The science of administering anesthetics.,A ciência da administração de anestésicos.,The doctor has a special degree in anesthesiology and is trained to help people feel comfortable during medical procedures.,O médico tem um diploma especializado em anestesia e é treinado para ajudar as pessoas se sentir confortáveis durante procedimentos médicos.,"pack:inedita-20251231,needs_enrichment"
5308,anxiolytic,ˌæŋksiəˈlɪtɪk,ANSIOLÍTICO,B2,noun,A drug prescribed for the treatment of symptoms of anxiety.,Um medicamento prescrito para o tratamento dos sintomas de ansiedade.,The doctor recommended an anti-anxiety medication as part of a comprehensive treatment plan to manage her anxiety with an anxiolytic.,O médico recomendeu uma medicação anti-anxiosa como parte de um plano de tratamento abrangente para gerenciar sua ansiedade com anxiolíticos.,"pack:inedita-20251231,needs_enrichment"
5309,anoxic,,"<g id=""1"">*</g><g id=""2""> </g><g id=""3"">Anoxic</g>",B2,,,,The scuba diver knew that she had to be careful not to breathe anoxic air when descending too quickly.,A diver scubávia sabia que precisava ser cuidadosa para não respirar ar anóxico ao descer muito rapidamente.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5310,anaphrodisia,,anafrodisia,B2,,,,"While researching the effects of stress on relationships, Dr. Thompson's book revealed a surprising link between anxiety and anaphrodisia in modern couples.","Enquanto se investigava o impacto do estresse nas relações, o livro de Dr. Thompson revelou uma surpreendente ligação entre ansiedade e anáfrodisia em casais modernos.","pack:inedita-20251231,dict_en_404,needs_enrichment"
5311,animalism,,• Animalismo,B2,noun,"The doctrine that humans are merely animals, and lack any spirituality.",A doutrina de que os humanos são meramente animais e carecem de qualquer espiritualidade.,A doutrina de que os humanos sÃ£o meramente animais e carecem de qualquer espiritualidade.,A ideia de que os humanos são apenas animais e carecem de qualquer espiritualidade.,"pack:inedita-20251231,needs_enrichment"
5312,annatto,,Anato,B2,noun,"A tropical American evergreen shrub, Bixa orellana; the lipstick tree; the fruit of the tree.","Um arbusto perene tropical americano, Bixa orellana; a árvore do batom; o fruto da árvore.",The food processor used annatto to dye homemade pasta and give it a vibrant yellow color.,O processador de alimentos usou anatto para tingir massa caseira e dar-lhe um cor vibrante amarelo.,"pack:inedita-20251231,needs_enrichment"
5313,appearing,əˈpɪəɹ.ɪŋ,Aparecimento,B2,verb,To come or be in sight; to be in view; to become visible.,Aparecer; estar à vista; tornar-se visível.,A great writer appeared at that time.,Um grande escritor apareceu naquela época.,pack:inedita-20251231
5314,appetitive,æpˈ.pɛ.taɪ.tɪv,Apetitivo,B2,adjective,Having the quality of desiring gratification.,Tendo a qualidade de desejar gratificação.,The chef described her new appetitive sauce as a secret blend of herbs and spices that added depth to any dish.,O chef descreveu seu novo molho apetitoso como uma mistura secreta de ervas e especiarias que adiciona profundidade a qualquer prato.,"pack:inedita-20251231,needs_enrichment"
5315,anionic,,aniônico,B2,,,,The anionic nature of the soap molecule allows it to effectively clean and remove grease from surfaces.,A natureza anônica da molécula de sabão permite que eficazmente limpe e remova gorduras de superfícies.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5316,anencephalic,,anencefálico,B2,adjective,Of or pertaining to or exhibiting anencephaly,De ou relacionado a ou exibindo anencefalia.,The doctor explained to her family that their unborn child was anencephalic and would need special care during pregnancy.,O médico explicou à sua família que o bebê não tinha cérebro e precisaria de cuidados especiais durante a gravidez.,"pack:inedita-20251231,needs_enrichment"
5317,anomy,,Anomia,B2,noun,Alienation or social instability caused by erosion of standards and values.,Alienação ou instabilidade social causada pela erosão de padrões e valores.,The psychologist studied anomy as a symptom of her patient's language disorder.,O psicólogo estudou a anomia como um sintoma do desorden linguístico de seu paciente.,"pack:inedita-20251231,needs_enrichment"
5318,anteriority,,Anterioridade,B2,,,,The concept of anteriority in physics is essential to understand how energy and momentum are conserved during complex systems' interactions.,O conceito de anterioridade na física é fundamental para entender como a energia e a momentum são conservados durante a interação complexa de sistemas.,"pack:inedita-20251231,dict_en_404,needs_enrichment"
5319,antilogy,ænˈtɪləd͡ʒi,antilogia,B2,noun,"A contradiction in related terms or ideas. Usually an inconsistency in syllogisms, of a person or group supposedly of one set of ideals.","Uma contradição em termos ou ideias relacionadas. Geralmente uma inconsistência em silogismos, de uma pessoa ou grupo supostamente de um conjunto de ideais.",,,"pack:inedita-20251231,needs_enrichment"
